#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:GTR1" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:GTR1" name="birthDiffRate">1.0</parameter>
#            <tree id="Tree.t:GTR1">
#                <taxonset id="TaxonSet.GTR1" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:GTR1" name="distribution" x="@birthRate.t:GTR1">
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.01" lower="0.0" name="S" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ClockPrior.c:GTR1" name="distribution">
#            <parameter id="clockRate.c:GTR1" name="x">1.0E-4</parameter>
#            <LogNormal id="LogNormalDistributionModel.01" name="distr">
#                <parameter estimate="false" id="RealParameter.02" name="M">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.03" lower="0.0" name="S" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <distribution id="Constraint_1.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:GTR1">
#            <taxonset id="Constraint_1" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="74" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="9" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="62" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="40" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.01" lower="2033.0" name="distr" upper="2486.0"/>
#        </distribution>
#        <distribution id="Constraint_2.prior" spec="beast.math.distributions.MRCAPrior" tree="@Tree.t:GTR1">
#            <taxonset id="Constraint_2" spec="beast.evolution.alignment.TaxonSet">
#                <taxon id="47" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="58" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="80" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="72" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="24" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="56" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="2" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="42" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="66" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="28" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="10" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="77" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="19" spec="beast.evolution.alignment.Taxon"/>
#                <taxon id="1" spec="beast.evolution.alignment.Taxon"/>
#            </taxonset>
#            <Uniform id="Uniform.02" lower="1946.0" name="distr" upper="2379.0"/>
#        </distribution>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution">
#        <distribution data="@GTR1" id="treeLikelihood.GTR1" spec="beast.evolution.likelihood.TreeLikelihood" tree="@Tree.t:GTR1">
#            <siteModel id="SiteModel.s:GTR1" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:GTR1" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:GTR1" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:GTR1" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="LewisMK.s:GTR1" spec="beast.evolution.substitutionmodel.LewisMK" stateNumber="2"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:GTR1" id="StrictClock.c:GTR1" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	mutationRate	monophyletic(Constraint_1)	logP(mrca(Constraint_1))	mrcatime(Constraint_1)	clockRate	monophyletic(Constraint_2)	logP(mrca(Constraint_2))	mrcatime(Constraint_2)	
215000	-75828.32549631385	-75198.87791195788	-629.4475843559592	-75198.87791195788	2308.0762164033395	-584.7841241053195	0.001831680042160011	1.0	0	-6.115892125483034	2088.5017362364592	2.4583312473635145E-4	0	-6.07073772800249	2308.0762164033395	
216000	-75829.54315400557	-75198.71740736713	-630.8257466384312	-75198.71740736713	2357.9304990146798	-586.5138260071036	0.0019890141702873566	1.0	0	-6.115892125483034	2050.9189231302944	2.4837544924141E-4	0	-6.07073772800249	2357.9304990146798	
217000	-75830.56767604908	-75205.26374809712	-625.3039279519546	-75205.26374809712	2227.4021097750365	-580.8344730106015	0.0018004788471330197	1.0	0	-6.115892125483034	2040.638996565786	2.589659993121503E-4	0	-6.07073772800249	2227.4021097750365	
218000	-75818.68142114766	-75192.22647752198	-626.4549436256746	-75192.22647752198	2256.491787719967	-581.9640568507551	0.0018304559122353042	1.0	0	-6.115892125483034	2040.0369296563613	2.546854885565581E-4	0	-6.07073772800249	2256.491787719967	
219000	-75831.6245965284	-75198.76274025982	-632.8618562685887	-75198.76274025982	2345.067129414525	-587.4059605164232	0.001551866547033237	1.0	0	-6.115892125483034	2169.4713318392855	2.3734481027197783E-4	0	-6.07073772800249	2345.067129414525	
220000	-75830.02261486014	-75201.43745376183	-628.5851610983108	-75201.43745376183	2329.3014234272105	-583.5993162365482	0.0016400682673003459	1.0	0	-6.115892125483034	2034.7956828797421	2.502113691102796E-4	0	-6.07073772800249	2329.3014234272105	
221000	-75823.5271810858	-75195.00499737069	-628.5221837151024	-75195.00499737069	2360.0996538979452	-583.9996810488145	0.0018726996959752013	1.0	0	-6.115892125483034	2055.58423311119	2.4881556501762264E-4	0	-6.07073772800249	2360.0996538979452	
222000	-75820.55940839223	-75192.31297612017	-628.2464322720593	-75192.31297612017	2311.1859724395367	-583.7957129042039	0.00188661645196281	1.0	0	-6.115892125483034	2060.8265459219115	2.510737200324436E-4	0	-6.07073772800249	2311.1859724395367	
223000	-75822.44549096051	-75194.48972927361	-627.9557616868932	-75194.48972927361	2327.067627702323	-583.3613141840308	0.0018266716810342186	1.0	0	-6.115892125483034	2055.2576954850497	2.497886205977396E-4	0	-6.07073772800249	2327.067627702323	
224000	-75830.94233844097	-75201.4488967665	-629.4934416744773	-75201.4488967665	2344.9667410312513	-584.6376600428781	0.0017058916555596378	1.0	0	-6.115892125483034	2039.3771656533763	2.493643489632519E-4	0	-6.07073772800249	2344.9667410312513	
225000	-75813.56852621613	-75184.78659960123	-628.781926614901	-75184.78659960123	2354.0573379577595	-583.8549494836952	0.0016754073088333162	1.0	0	-6.115892125483034	2039.7291846570001	2.4916145958599016E-4	0	-6.07073772800249	2354.0573379577595	
226000	-75819.80265549508	-75189.90621422356	-629.8964412715152	-75189.90621422356	2333.1940306597226	-584.7624558365952	0.0016477750714114627	1.0	0	-6.115892125483034	2083.4798419658855	2.4198849850804878E-4	0	-6.07073772800249	2333.1940306597226	
227000	-75818.9234358756	-75192.35276259562	-626.5706732799725	-75192.35276259562	2205.7307880396716	-582.1021417894633	0.0018592671706276842	1.0	0	-6.115892125483034	2050.2822031848077	2.5288968907651905E-4	0	-6.07073772800249	2205.7307880396716	
228000	-75820.80449282963	-75189.59467878264	-631.209814046994	-75189.59467878264	2317.9356540465164	-585.8960320992072	0.0015724080885739288	1.0	0	-6.115892125483034	2064.7826575935414	2.4179696767535636E-4	0	-6.07073772800249	2317.9356540465164	
229000	-75826.10434196214	-75197.37841446845	-628.7259274936923	-75197.37841446845	2301.9230098161916	-584.3103361664488	0.0019334947978293757	1.0	0	-6.115892125483034	2038.617056080473	2.483299481852292E-4	0	-6.07073772800249	2301.9230098161916	
230000	-75825.22673724289	-75193.07134406209	-632.1553931808003	-75193.07134406209	2366.3008738684293	-587.4977872493141	0.0018787219056411871	1.0	0	-6.115892125483034	2066.3761882694216	2.4155796184625056E-4	0	-6.07073772800249	2366.3008738684293	
231000	-75820.02918486105	-75192.6525220317	-627.3766628293454	-75192.6525220317	2316.4882711099335	-582.7390514909906	0.0017690576500983713	1.0	0	-6.115892125483034	2064.0210294339863	2.5360456141320715E-4	0	-6.07073772800249	2316.4882711099335	
232000	-75824.13060945125	-75197.19577222913	-626.9348372221276	-75197.19577222913	2296.516779979677	-582.2747343770869	0.0017795446599320709	1.0	0	-6.115892125483034	2073.8766060634903	2.513401022955219E-4	0	-6.07073772800249	2296.516779979677	
233000	-75827.34644165298	-75200.31859481518	-627.0278468377926	-75200.31859481518	2327.767573394504	-582.3090937797716	0.0017418174257073423	1.0	0	-6.115892125483034	2034.8013343548432	2.5239030150190625E-4	0	-6.07073772800249	2327.767573394504	
234000	-75834.6533460516	-75203.3235662627	-631.3297797888906	-75203.3235662627	2297.46039092096	-586.8209720940828	0.0019544439741453206	1.0	0	-6.115892125483034	2097.323285861474	2.4179039598123774E-4	0	-6.07073772800249	2297.46039092096	
235000	-75831.24050590108	-75198.49105674843	-632.7494491526498	-75198.49105674843	2359.405394133546	-587.6628474673145	0.0017226114130221128	1.0	0	-6.115892125483034	2055.0531848771648	2.3631074669037483E-4	0	-6.07073772800249	2359.405394133546	
236000	-75824.0155424757	-75193.6736767959	-630.3418656798074	-75193.6736767959	2361.398018936729	-585.5100858949604	0.001772720881354337	1.0	0	-6.115892125483034	2078.043645854379	2.4347714944068707E-4	0	-6.07073772800249	2361.398018936729	
237000	-75827.21786081813	-75197.7693721032	-629.448488714926	-75197.7693721032	2334.996471386053	-584.9646826508083	0.0018913945489300503	1.0	0	-6.115892125483034	2037.8593527450676	2.48935086360835E-4	0	-6.07073772800249	2334.996471386053	
238000	-75829.4499523242	-75199.21806964243	-630.2318826817622	-75199.21806964243	2345.209129531125	-585.3105816051739	0.001747196383426036	1.0	0	-6.115892125483034	2067.153933110029	2.417252576922371E-4	0	-6.07073772800249	2345.209129531125	
239000	-75824.90683023157	-75193.1104774709	-631.7963527606815	-75193.1104774709	2345.576103744806	-586.430023633508	0.0015573280791026597	1.0	0	-6.115892125483034	2059.628991476225	2.4101141772959697E-4	0	-6.07073772800249	2345.576103744806	
240000	-75821.06282282955	-75191.03314208447	-630.0296807450732	-75191.03314208447	2343.0057814039524	-585.6285297437493	0.0019960084662424835	1.0	0	-6.115892125483034	2041.1562595734617	2.433219243964835E-4	0	-6.07073772800249	2343.0057814039524	
241000	-75823.6855428564	-75194.07862239101	-629.6069204653926	-75194.07862239101	2331.99531904356	-584.7759637720278	0.0017298736888584302	1.0	0	-6.115892125483034	2037.6960787094802	2.480066241533412E-4	0	-6.07073772800249	2331.99531904356	
242000	-75819.83651967777	-75190.55947793675	-629.2770417410186	-75190.55947793675	2359.398182775165	-584.6535979098139	0.0018537348350982936	1.0	0	-6.115892125483034	2035.4159135591103	2.456395460826099E-4	0	-6.07073772800249	2359.398182775165	
243000	-75831.24624866598	-75200.76904547248	-630.4772031934951	-75200.76904547248	2371.9527232257888	-585.1116044225413	0.0014988252115215566	1.0	0	-6.115892125483034	2035.7299387199726	2.481997962798734E-4	0	-6.07073772800249	2371.9527232257888	
244000	-75825.84380382825	-75196.60084878803	-629.2429550402089	-75196.60084878803	2339.8467665805088	-584.2974717562324	0.0017078186358581318	1.0	0	-6.115892125483034	2046.1007566661262	2.4468407660485246E-4	0	-6.07073772800249	2339.8467665805088	
245000	-75838.56032753258	-75208.76427981118	-629.7960477214054	-75208.76427981118	2373.6210262770373	-584.4460202171974	0.0015002386039112193	1.0	0	-6.115892125483034	2037.7126619794167	2.4880137025524784E-4	0	-6.07073772800249	2373.6210262770373	
246000	-75827.15750163772	-75198.14315126173	-629.0143503759932	-75198.14315126173	2355.4621658576666	-584.000805017817	0.0016669778291439584	1.0	0	-6.115892125483034	2047.1542786969267	2.457780260425926E-4	0	-6.07073772800249	2355.4621658576666	
247000	-75823.71496376839	-75192.61855453842	-631.0964092299681	-75192.61855453842	2374.9169238160653	-586.142964685323	0.0017260870645929606	1.0	0	-6.115892125483034	2124.926646045173	2.4235486737829827E-4	0	-6.07073772800249	2374.9169238160653	
248000	-75816.9060531352	-75186.19471713142	-630.7113360037692	-75186.19471713142	2315.143384238837	-586.4779161290943	0.002057481013690545	1.0	0	-6.115892125483034	2041.4493130106803	2.461958840193394E-4	0	-6.07073772800249	2315.143384238837	
249000	-75818.22396375657	-75185.87464475838	-632.3493189981805	-75185.87464475838	2368.944177816428	-587.7038725543944	0.0019094392761604033	1.0	0	-6.115892125483034	2110.610683532407	2.3928239601570125E-4	0	-6.07073772800249	2368.944177816428	
250000	-75824.21369474489	-75194.84048176526	-629.3732129796207	-75194.84048176526	2328.821794759539	-584.2219752026867	0.0015903775609105966	1.0	0	-6.115892125483034	2033.3079794605887	2.477026317526485E-4	0	-6.07073772800249	2328.821794759539	
251000	-75830.07344827997	-75200.79297009617	-629.2804781838074	-75200.79297009617	2296.3942477794567	-584.6970688977368	0.001860983170706757	1.0	0	-6.115892125483034	2044.5724580477113	2.4691783344674313E-4	0	-6.07073772800249	2296.3942477794567	
252000	-75817.44637317676	-75186.55402421592	-630.8923489608388	-75186.55402421592	2347.128653033388	-585.7001647914294	0.0016157930785693523	1.0	0	-6.115892125483034	2033.5833642872253	2.4273266516479475E-4	0	-6.07073772800249	2347.128653033388	
253000	-75817.23617117005	-75185.75889443383	-631.4772767362219	-75185.75889443383	2344.4441199321996	-586.1479527424464	0.0015794896144352073	1.0	0	-6.115892125483034	2066.957222377386	2.402223488636223E-4	0	-6.07073772800249	2344.4441199321996	
254000	-75833.94209707927	-75202.52760904378	-631.4144880354835	-75202.52760904378	2344.3142682382754	-586.4976858286636	0.0017766169787547415	1.0	0	-6.115892125483034	2061.252698624357	2.3895815660401857E-4	0	-6.07073772800249	2344.3142682382754	
255000	-75827.76133445965	-75200.82843589775	-626.9328985618856	-75200.82843589775	2371.8621107628032	-582.3060969029649	0.0017562383322655328	1.0	0	-6.115892125483034	2086.0173805019263	2.555490257170563E-4	0	-6.07073772800249	2371.8621107628032	
256000	-75821.55169623323	-75193.57333191695	-627.9783643162864	-75193.57333191695	2298.632369090706	-582.8883190738132	0.0015784476982172175	1.0	0	-6.115892125483034	2070.2677963278043	2.5222624247316484E-4	0	-6.07073772800249	2298.632369090706	
257000	-75822.08456683508	-75191.02658667255	-631.0579801625237	-75191.02658667255	2367.0886808132072	-585.8497393899701	0.0016192301735254116	1.0	0	-6.115892125483034	2174.323321886156	2.4156146740564945E-4	0	-6.07073772800249	2367.0886808132072	
258000	-75809.06655636245	-75183.25517431131	-625.8113820511421	-75183.25517431131	2259.415011876693	-581.2753121091417	0.0017871973790199978	1.0	0	-6.115892125483034	2038.01438019375	2.5690821005910393E-4	0	-6.07073772800249	2259.415011876693	
259000	-75820.04460316515	-75190.21580967892	-629.8287934862265	-75190.21580967892	2365.5240736505093	-584.3282829649635	0.0014410885546508618	1.0	0	-6.115892125483034	2069.422429204749	2.489494635454942E-4	0	-6.07073772800249	2365.5240736505093	
260000	-75816.05444581853	-75188.82782606706	-627.22661975147	-75188.82782606706	2282.900140970992	-582.5415159625637	0.0017190744215159846	1.0	0	-6.115892125483034	2051.188888582545	2.5663885758164893E-4	0	-6.07073772800249	2267.51424563471	
261000	-75833.79524349143	-75204.99687692511	-628.7983665663204	-75204.99687692511	2330.3506356818716	-584.2897075544106	0.0018862107579893323	1.0	0	-6.115892125483034	2081.846935706191	2.4819095111783707E-4	0	-6.07073772800249	2330.3506356818716	
262000	-75817.78620240731	-75190.85233949058	-626.9338629167311	-75190.85233949058	2198.2763310734067	-582.4503505747326	0.00182747623894595	1.0	0	-6.115892125483034	2051.3291440052258	2.553758890031051E-4	0	-6.07073772800249	2198.2763310734067	
263000	-75823.52516478156	-75197.17456399449	-626.3506007870806	-75197.17456399449	2260.124663033392	-581.8509918552564	0.001823810070312189	1.0	0	-6.115892125483034	2034.6279293747084	2.549253080856047E-4	0	-6.07073772800249	2260.124663033392	
264000	-75838.1340891074	-75205.47089937744	-632.6631897299669	-75205.47089937744	2372.7251275982503	-587.7695370452792	0.0017934700199640527	1.0	0	-6.115892125483034	2066.953587934974	2.383976381879325E-4	0	-6.07073772800249	2340.7927650184038	
265000	-75834.31603828733	-75202.81794655538	-631.4980917319425	-75202.81794655538	2317.4318036488203	-585.9088893547622	0.0014610775512578654	1.0	0	-6.115892125483034	2151.3672898537475	2.419549905215717E-4	0	-6.07073772800249	2317.4318036488203	
266000	-75818.56713359602	-75189.2393869558	-629.3277466402151	-75189.2393869558	2371.010175581639	-584.3673130732685	0.0016932600757517942	1.0	0	-6.115892125483034	2075.742466555887	2.4551941858207984E-4	0	-6.07073772800249	2371.010175581639	
267000	-75822.12044880894	-75193.64108548332	-628.4793633256257	-75193.64108548332	2238.0079425658423	-583.4653638334421	0.0016382047016720253	1.0	0	-6.115892125483034	2034.7908664831455	2.4900613450107203E-4	0	-6.07073772800249	2238.0079425658423	
268000	-75823.97526815336	-75191.8126240276	-632.1626441257573	-75191.8126240276	2363.010151215577	-586.9159622426935	0.0016436911725518021	1.0	0	-6.115892125483034	2089.9376444617515	2.3701112339847308E-4	0	-6.07073772800249	2363.010151215577	
269000	-75825.59547071793	-75193.91011360244	-631.6853571154924	-75193.91011360244	2323.711396704769	-586.0977676161439	0.001449482631416866	1.0	0	-6.115892125483034	2033.1784283440768	2.4352152598885868E-4	0	-6.07073772800249	2323.711396704769	
270000	-75830.2611932215	-75204.55360848163	-625.7075847398726	-75204.55360848163	2206.829879445254	-580.9126827521887	0.001663367317093991	1.0	0	-6.115892125483034	2060.534349986271	2.573113323754537E-4	0	-6.07073772800249	2206.829879445254	
271000	-75823.12253802009	-75198.54129843642	-624.5812395836688	-75198.54129843642	2212.2580012529743	-579.8631015585528	0.0016770389928177666	1.0	0	-6.115892125483034	2055.8857343557183	2.5973608655385224E-4	0	-6.07073772800249	2212.2580012529743	
272000	-75812.92974771703	-75184.6506073892	-628.2791403278387	-75184.6506073892	2334.130110389911	-583.4709056517814	0.0017426189396505898	1.0	0	-6.115892125483034	2103.5563282961352	2.477816105325294E-4	0	-6.07073772800249	2334.130110389911	
273000	-75819.19113047195	-75188.80414432677	-630.3869861451793	-75188.80414432677	2341.3082978870043	-585.3681812108302	0.0016773313611638065	1.0	0	-6.115892125483034	2045.5604343682633	2.443766661827639E-4	0	-6.07073772800249	2341.3082978870043	
274000	-75818.87523404336	-75187.96915826011	-630.9060757832536	-75187.96915826011	2361.248312997968	-586.3038660571232	0.0018843557311182839	1.0	0	-6.115892125483034	2110.6956658700456	2.4372913984234672E-4	0	-6.07073772800249	2361.248312997968	
275000	-75814.51149527112	-75187.44028659315	-627.0712086779675	-75187.44028659315	2252.2725528885767	-582.4815920652673	0.0018142153125757965	1.0	0	-6.115892125483034	2041.1764362230117	2.5130780252047595E-4	0	-6.07073772800249	2252.2725528885767	
276000	-75824.38493477712	-75196.03784538424	-628.3470893928707	-75196.03784538424	2303.195874497822	-583.63401906376	0.0017848250168404592	1.0	0	-6.115892125483034	2058.28379363597	2.481154801925095E-4	0	-6.07073772800249	2303.195874497822	
277000	-75824.61583930012	-75196.1540743705	-628.4617649296309	-75196.1540743705	2242.177622925578	-583.779823479752	0.001765317024976671	1.0	0	-6.115892125483034	2107.0803911671146	2.517379089115466E-4	0	-6.07073772800249	2242.177622925578	
278000	-75828.22503130097	-75197.89997273656	-630.325058564418	-75197.89997273656	2352.4045763767467	-585.8471877708814	0.0019187858103300644	1.0	0	-6.115892125483034	2064.262037496141	2.466082343678999E-4	0	-6.07073772800249	2352.4045763767467	
279000	-75822.42042686105	-75195.22175395534	-627.1986729057156	-75195.22175395534	2292.2500352690026	-582.4905093705718	0.0017463638026181186	1.0	0	-6.115892125483034	2042.3617552614605	2.524378849551096E-4	0	-6.07073772800249	2292.2500352690026	
280000	-75831.69541018299	-75202.19525122683	-629.500158956154	-75202.19525122683	2339.524899335216	-584.5250470439887	0.0016979581624699616	1.0	0	-6.115892125483034	2099.0670529423696	2.442856796739101E-4	0	-6.07073772800249	2339.524899335216	
281000	-75819.69694784941	-75191.18892425044	-628.5080235989715	-75191.18892425044	2298.276922279843	-583.1999401127956	0.001490643969391619	1.0	0	-6.115892125483034	2056.8767561021973	2.5216065411638977E-4	0	-6.07073772800249	2298.276922279843	
282000	-75809.2225137676	-75181.7101561514	-627.5123576162007	-75181.7101561514	2282.6673889959584	-583.1095936870398	0.0018914293513915966	1.0	0	-6.115892125483034	2043.4245516283597	2.5304441041939726E-4	0	-6.07073772800249	2282.6673889959584	
283000	-75818.24116418629	-75187.64592612885	-630.5952380574283	-75187.64592612885	2373.9617676714383	-585.5333391620782	0.0016764356715142142	1.0	0	-6.115892125483034	2103.5471321929745	2.4236216527340575E-4	0	-6.07073772800249	2373.9617676714383	
284000	-75829.06626292015	-75193.76403434474	-635.3022285754189	-75193.76403434474	2342.7386345222826	-591.4136726762115	0.0023339081045474154	1.0	0	-6.115892125483034	2098.510553470503	2.4110321174057787E-4	0	-6.07073772800249	2342.7386345222826	
285000	-75833.66054092481	-75205.11950850394	-628.5410324208827	-75205.11950850394	2281.981996175354	-583.6189075898337	0.0016897131889209817	1.0	0	-6.115892125483034	2090.3217694829104	2.4781443368859904E-4	0	-6.07073772800249	2281.981996175354	
286000	-75823.53646568998	-75195.93844407884	-627.5980216111368	-75195.93844407884	2299.9054047496397	-582.916462047153	0.001780051848922308	1.0	0	-6.115892125483034	2058.817732169055	2.5019892561310264E-4	0	-6.07073772800249	2299.9054047496397	
287000	-75822.63835595368	-75189.02397639853	-633.6143795551483	-75189.02397639853	2350.9139003607743	-589.605435535162	0.0022145485145574936	1.0	0	-6.115892125483034	2096.079565416991	2.442888990077852E-4	0	-6.07073772800249	2350.9139003607743	
288000	-75833.7694262153	-75200.89069856486	-632.878727650436	-75200.89069856486	2370.7177149413287	-588.5246259563053	0.0020647259115987894	1.0	0	-6.115892125483034	2127.0649154826956	2.3967462654971917E-4	0	-6.07073772800249	2370.7177149413287	
289000	-75823.78294707078	-75191.62106069678	-632.1618863739942	-75191.62106069678	2335.960016723919	-587.9357762912426	0.002069770375401691	1.0	0	-6.115892125483034	2048.926781745689	2.4549620703753495E-4	0	-6.07073772800249	2335.960016723919	
290000	-75821.09281524201	-75192.06439152222	-629.0284237197899	-75192.06439152222	2306.9202360671998	-584.0771815089356	0.0016667298431926394	1.0	0	-6.115892125483034	2039.5834450233472	2.4891578287711686E-4	0	-6.07073772800249	2306.9202360671998	
291000	-75825.27255955456	-75194.76390906253	-630.5086504920357	-75194.76390906253	2282.479406303086	-585.0419975803327	0.0014680273593894331	1.0	0	-6.115892125483034	2056.1500675250295	2.4710109042741214E-4	0	-6.07073772800249	2282.479406303086	
292000	-75828.0625885985	-75198.36348743063	-629.6991011678808	-75198.36348743063	2349.1053380411236	-585.0389401463902	0.0018132666923968627	1.0	0	-6.115892125483034	2099.7481817665016	2.478475716555321E-4	0	-6.07073772800249	2349.1053380411236	
293000	-75812.61741882618	-75184.12947267962	-628.4879461465636	-75184.12947267962	2275.902468651087	-583.739430442989	0.0017540979545647298	1.0	0	-6.115892125483034	2040.1102536711758	2.495595862498037E-4	0	-6.07073772800249	2275.902468651087	
294000	-75808.3861644859	-75179.48135995626	-628.9048045296411	-75179.48135995626	2306.9347723654405	-584.8083244683963	0.002073591007630356	1.0	0	-6.115892125483034	2043.5174060232869	2.5167048641018384E-4	0	-6.07073772800249	2306.9347723654405	
295000	-75817.5486068849	-75186.63312384186	-630.9154830430309	-75186.63312384186	2366.7618873700585	-585.5840155660699	0.0015310676853350466	1.0	0	-6.115892125483034	2064.1523402352814	2.458747247570033E-4	0	-6.07073772800249	2366.7618873700585	
296000	-75817.0175650637	-75185.50513909363	-631.5124259700685	-75185.50513909363	2372.0201076210815	-586.9489435935038	0.0019493288804199732	1.0	0	-6.115892125483034	2108.43453018146	2.3960467191791514E-4	0	-6.07073772800249	2372.0201076210815	
297000	-75826.80402138646	-75197.20144113197	-629.6025802544897	-75197.20144113197	2340.5560123462974	-584.3813105376846	0.0015796526840690243	1.0	0	-6.115892125483034	2107.549392971039	2.454865062918232E-4	0	-6.07073772800249	2340.5560123462974	
298000	-75830.26796734244	-75201.14472447048	-629.1232428719737	-75201.14472447048	2296.992563114636	-584.0123016937564	0.0015797565279069546	1.0	0	-6.115892125483034	2034.1501397292989	2.510038382507059E-4	0	-6.07073772800249	2296.992563114636	
299000	-75836.38071850114	-75207.15301486198	-629.2277036391546	-75207.15301486198	2311.9890590526165	-584.7522026564815	0.0018957047422297404	1.0	0	-6.115892125483034	2081.9265858336807	2.489346542428806E-4	0	-6.07073772800249	2311.9890590526165	
300000	-75833.75063949451	-75203.82963870575	-629.9210007887549	-75203.82963870575	2365.93939315864	-584.8374093037662	0.0016807360930086387	1.0	0	-6.115892125483034	2110.8251528419414	2.4084319107193852E-4	0	-6.07073772800249	2365.93939315864	
301000	-75834.68566478907	-75205.86382135317	-628.8218434359039	-75205.86382135317	2363.2729520016183	-584.1766832218113	0.001787256018565171	1.0	0	-6.115892125483034	2081.0807582005473	2.512884708978817E-4	0	-6.07073772800249	2363.2729520016183	
302000	-75826.21265186407	-75197.43706168218	-628.775590181883	-75197.43706168218	2295.9469495301623	-584.538261953616	0.002022634276124628	1.0	0	-6.115892125483034	2035.6034565365264	2.490782357329366E-4	0	-6.07073772800249	2295.9469495301623	
303000	-75833.85083200602	-75202.67060788891	-631.1802241171026	-75202.67060788891	2338.905492660802	-585.94825154382	0.0016149090589941185	1.0	0	-6.115892125483034	2093.955309524919	2.4089654987827946E-4	0	-6.07073772800249	2338.905492660802	
304000	-75820.11017621841	-75189.5652074964	-630.5449687220126	-75189.5652074964	2339.684309485477	-585.7381560873	0.0017642807647599652	1.0	0	-6.115892125483034	2130.98828151125	2.455766323516898E-4	0	-6.07073772800249	2339.684309485477	
305000	-75817.24033497056	-75187.7526450555	-629.4876899150519	-75187.7526450555	2305.914014204299	-584.7392131276811	0.0017839610087844	1.0	0	-6.115892125483034	2049.161025096653	2.464377890436508E-4	0	-6.07073772800249	2305.914014204299	
306000	-75818.1177920596	-75192.61548800548	-625.5023040541128	-75192.61548800548	2259.5263150799783	-580.7485005022294	0.0016686590707169213	1.0	0	-6.115892125483034	2036.3320235138272	2.58842514905765E-4	0	-6.07073772800249	2259.5263150799783	
307000	-75825.29471644435	-75194.47754453817	-630.8171719061837	-75194.47754453817	2339.859778257706	-586.1881957906714	0.0018566262397729976	1.0	0	-6.115892125483034	2064.332294242844	2.4508329310531367E-4	0	-6.07073772800249	2339.859778257706	
308000	-75818.28869174107	-75188.60016499952	-629.6885267415511	-75188.60016499952	2336.4471273480094	-584.8016802220778	0.0017172871330719559	1.0	0	-6.115892125483034	2102.264446972689	2.465704298706417E-4	0	-6.07073772800249	2336.4471273480094	
309000	-75818.83768125635	-75187.37678573329	-631.460895523065	-75187.37678573329	2271.108492552293	-585.7605760103593	0.0013905231862324254	1.0	0	-6.115892125483034	2109.295692166696	2.458190233054991E-4	0	-6.07073772800249	2271.108492552293	
310000	-75818.52809526645	-75188.27487269102	-630.2532225754233	-75188.27487269102	2309.2996692784377	-584.7468615138378	0.001450745908957624	1.0	0	-6.115892125483034	2079.32610629366	2.4737630024406957E-4	0	-6.07073772800249	2309.2996692784377	
311000	-75824.7907526823	-75191.04862461146	-633.7421280708372	-75191.04862461146	2358.9877116119105	-587.9342503974597	0.0014191126973604625	1.0	0	-6.115892125483034	2141.9779975835136	2.368015797246179E-4	0	-6.07073772800249	2358.9877116119105	
